dataset,manipulation_type,source_path,issue,detail
FF++,Face2Face,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Face2Face/c23/videos/682_669.mp4,ok,frame_count=489
FF++,NeuralTextures,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/NeuralTextures/c23/videos/685_613.mp4,ok,frame_count=415
FF++,Deepfakes,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Deepfakes/c23/videos/939_115.mp4,ok,frame_count=511
FF++,FaceSwap,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/FaceSwap/c23/videos/885_802.mp4,ok,frame_count=329
FF++,Face2Face,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Face2Face/c23/videos/298_279.mp4,ok,frame_count=906
FF++,real,/content/drive/MyDrive/TrueScan/datasets/ffpp/original_sequences/youtube/c23/videos/533.mp4,ok,frame_count=558
FF++,NeuralTextures,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/NeuralTextures/c23/videos/450_533.mp4,ok,frame_count=558
FF++,real,/content/drive/MyDrive/TrueScan/datasets/ffpp/original_sequences/youtube/c23/videos/612.mp4,ok,frame_count=420
FF++,FaceSwap,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/FaceSwap/c23/videos/426_287.mp4,ok,frame_count=335
FF++,Face2Face,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Face2Face/c23/videos/338_336.mp4,ok,frame_count=507
FF++,FaceSwap,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/FaceSwap/c23/videos/199_181.mp4,ok,frame_count=368
FF++,Face2Face,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Face2Face/c23/videos/909_857.mp4,ok,frame_count=640
FF++,Deepfakes,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Deepfakes/c23/videos/520_542.mp4,ok,frame_count=350
FF++,Face2Face,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Face2Face/c23/videos/526_436.mp4,ok,frame_count=518
FF++,NeuralTextures,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/NeuralTextures/c23/videos/165_137.mp4,ok,frame_count=387
FF++,real,/content/drive/MyDrive/TrueScan/datasets/ffpp/original_sequences/youtube/c23/videos/416.mp4,ok,frame_count=313
FF++,Deepfakes,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Deepfakes/c23/videos/929_962.mp4,ok,frame_count=462
FF++,FaceSwap,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/FaceSwap/c23/videos/692_610.mp4,ok,frame_count=354
FF++,Face2Face,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Face2Face/c23/videos/870_001.mp4,ok,frame_count=460
FF++,Face2Face,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Face2Face/c23/videos/252_266.mp4,ok,frame_count=465
FF++,Face2Face,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Face2Face/c23/videos/700_813.mp4,ok,frame_count=360
FF++,FaceSwap,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/FaceSwap/c23/videos/526_436.mp4,ok,frame_count=518
FF++,Deepfakes,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Deepfakes/c23/videos/598_178.mp4,ok,frame_count=686
FF++,real,/content/drive/MyDrive/TrueScan/datasets/ffpp/original_sequences/youtube/c23/videos/258.mp4,ok,frame_count=498
FF++,NeuralTextures,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/NeuralTextures/c23/videos/416_342.mp4,ok,frame_count=302
FF++,FaceSwap,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/FaceSwap/c23/videos/028_068.mp4,ok,frame_count=401
FF++,Face2Face,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Face2Face/c23/videos/150_153.mp4,ok,frame_count=732
FF++,NeuralTextures,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/NeuralTextures/c23/videos/661_670.mp4,ok,frame_count=481
FF++,FaceSwap,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/FaceSwap/c23/videos/326_501.mp4,ok,frame_count=522
FF++,FaceSwap,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/FaceSwap/c23/videos/530_594.mp4,ok,frame_count=294
FF++,NeuralTextures,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/NeuralTextures/c23/videos/202_348.mp4,ok,frame_count=323
FF++,NeuralTextures,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/NeuralTextures/c23/videos/462_467.mp4,ok,frame_count=423
FF++,FaceSwap,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/FaceSwap/c23/videos/162_330.mp4,ok,frame_count=407
FF++,NeuralTextures,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/NeuralTextures/c23/videos/803_017.mp4,ok,frame_count=297
FF++,FaceSwap,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/FaceSwap/c23/videos/484_415.mp4,ok,frame_count=319
FF++,NeuralTextures,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/NeuralTextures/c23/videos/022_489.mp4,ok,frame_count=325
FF++,FaceSwap,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/FaceSwap/c23/videos/757_573.mp4,ok,frame_count=441
FF++,Deepfakes,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Deepfakes/c23/videos/677_671.mp4,ok,frame_count=314
FF++,Face2Face,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Face2Face/c23/videos/703_604.mp4,ok,frame_count=825
FF++,Face2Face,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Face2Face/c23/videos/803_017.mp4,ok,frame_count=398
FF++,NeuralTextures,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/NeuralTextures/c23/videos/439_441.mp4,ok,frame_count=305
FF++,FaceSwap,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/FaceSwap/c23/videos/563_537.mp4,ok,frame_count=385
FF++,real,/content/drive/MyDrive/TrueScan/datasets/ffpp/original_sequences/youtube/c23/videos/488.mp4,ok,frame_count=518
FF++,FaceSwap,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/FaceSwap/c23/videos/741_731.mp4,ok,frame_count=370
FF++,Deepfakes,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Deepfakes/c23/videos/488_399.mp4,ok,frame_count=518
FF++,Face2Face,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Face2Face/c23/videos/103_082.mp4,ok,frame_count=316
FF++,Deepfakes,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Deepfakes/c23/videos/332_051.mp4,ok,frame_count=695
FF++,real,/content/drive/MyDrive/TrueScan/datasets/ffpp/original_sequences/youtube/c23/videos/236.mp4,ok,frame_count=651
FF++,Deepfakes,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Deepfakes/c23/videos/368_378.mp4,ok,frame_count=761
FF++,NeuralTextures,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/NeuralTextures/c23/videos/385_414.mp4,ok,frame_count=349
FF++,NeuralTextures,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/NeuralTextures/c23/videos/677_671.mp4,ok,frame_count=314
FF++,NeuralTextures,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/NeuralTextures/c23/videos/034_590.mp4,ok,frame_count=407
FF++,Face2Face,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Face2Face/c23/videos/391_406.mp4,ok,frame_count=512
FF++,Face2Face,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Face2Face/c23/videos/120_118.mp4,ok,frame_count=352
FF++,Face2Face,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Face2Face/c23/videos/914_899.mp4,ok,frame_count=560
FF++,NeuralTextures,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/NeuralTextures/c23/videos/681_711.mp4,ok,frame_count=292
FF++,Face2Face,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Face2Face/c23/videos/779_794.mp4,ok,frame_count=879
FF++,real,/content/drive/MyDrive/TrueScan/datasets/ffpp/original_sequences/youtube/c23/videos/718.mp4,ok,frame_count=578
FF++,Deepfakes,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Deepfakes/c23/videos/352_319.mp4,ok,frame_count=421
FF++,NeuralTextures,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/NeuralTextures/c23/videos/522_337.mp4,ok,frame_count=331
FF++,Face2Face,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Face2Face/c23/videos/403_497.mp4,ok,frame_count=621
FF++,Deepfakes,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Deepfakes/c23/videos/394_373.mp4,ok,frame_count=420
FF++,Deepfakes,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Deepfakes/c23/videos/790_014.mp4,ok,frame_count=690
FF++,NeuralTextures,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/NeuralTextures/c23/videos/338_336.mp4,ok,frame_count=507
FF++,Face2Face,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Face2Face/c23/videos/575_603.mp4,ok,frame_count=296
FF++,real,/content/drive/MyDrive/TrueScan/datasets/ffpp/original_sequences/youtube/c23/videos/972.mp4,ok,frame_count=311
FF++,FaceSwap,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/FaceSwap/c23/videos/387_311.mp4,ok,frame_count=368
FF++,real,/content/drive/MyDrive/TrueScan/datasets/ffpp/original_sequences/youtube/c23/videos/104.mp4,ok,frame_count=462
FF++,Face2Face,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Face2Face/c23/videos/687_615.mp4,ok,frame_count=452
FF++,FaceSwap,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/FaceSwap/c23/videos/105_180.mp4,ok,frame_count=300
FF++,real,/content/drive/MyDrive/TrueScan/datasets/ffpp/original_sequences/youtube/c23/videos/726.mp4,ok,frame_count=410
FF++,Face2Face,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Face2Face/c23/videos/828_830.mp4,ok,frame_count=511
FF++,NeuralTextures,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/NeuralTextures/c23/videos/289_228.mp4,ok,frame_count=556
FF++,Face2Face,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Face2Face/c23/videos/073_024.mp4,ok,frame_count=306
FF++,real,/content/drive/MyDrive/TrueScan/datasets/ffpp/original_sequences/youtube/c23/videos/225.mp4,ok,frame_count=304
FF++,FaceSwap,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/FaceSwap/c23/videos/369_316.mp4,ok,frame_count=320
FF++,Face2Face,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Face2Face/c23/videos/885_802.mp4,ok,frame_count=351
FF++,NeuralTextures,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/NeuralTextures/c23/videos/584_823.mp4,ok,frame_count=475
FF++,Deepfakes,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Deepfakes/c23/videos/757_573.mp4,ok,frame_count=441
FF++,Face2Face,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Face2Face/c23/videos/410_411.mp4,ok,frame_count=529
FF++,FaceSwap,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/FaceSwap/c23/videos/348_202.mp4,ok,frame_count=323
FF++,real,/content/drive/MyDrive/TrueScan/datasets/ffpp/original_sequences/youtube/c23/videos/491.mp4,ok,frame_count=427
FF++,Deepfakes,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Deepfakes/c23/videos/053_095.mp4,ok,frame_count=417
FF++,real,/content/drive/MyDrive/TrueScan/datasets/ffpp/original_sequences/youtube/c23/videos/439.mp4,ok,frame_count=462
FF++,Face2Face,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Face2Face/c23/videos/604_703.mp4,ok,frame_count=375
FF++,Face2Face,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Face2Face/c23/videos/368_378.mp4,ok,frame_count=761
FF++,FaceSwap,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/FaceSwap/c23/videos/751_752.mp4,ok,frame_count=331
FF++,FaceSwap,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/FaceSwap/c23/videos/995_233.mp4,ok,frame_count=548
FF++,NeuralTextures,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/NeuralTextures/c23/videos/076_079.mp4,ok,frame_count=329
FF++,FaceSwap,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/FaceSwap/c23/videos/638_640.mp4,ok,frame_count=306
FF++,NeuralTextures,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/NeuralTextures/c23/videos/914_899.mp4,ok,frame_count=307
FF++,NeuralTextures,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/NeuralTextures/c23/videos/117_217.mp4,ok,frame_count=548
FF++,NeuralTextures,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/NeuralTextures/c23/videos/821_812.mp4,ok,frame_count=423
FF++,FaceSwap,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/FaceSwap/c23/videos/006_002.mp4,ok,frame_count=310
FF++,Face2Face,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Face2Face/c23/videos/603_575.mp4,ok,frame_count=557
FF++,NeuralTextures,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/NeuralTextures/c23/videos/221_206.mp4,ok,frame_count=714
FF++,FaceSwap,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/FaceSwap/c23/videos/055_147.mp4,ok,frame_count=394
FF++,real,/content/drive/MyDrive/TrueScan/datasets/ffpp/original_sequences/youtube/c23/videos/530.mp4,ok,frame_count=716
FF++,FaceSwap,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/FaceSwap/c23/videos/267_286.mp4,ok,frame_count=306
FF++,Face2Face,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Face2Face/c23/videos/105_180.mp4,ok,frame_count=569
FF++,real,/content/drive/MyDrive/TrueScan/datasets/ffpp/original_sequences/youtube/c23/videos/751.mp4,ok,frame_count=331
FF++,FaceSwap,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/FaceSwap/c23/videos/763_930.mp4,ok,frame_count=448
FF++,real,/content/drive/MyDrive/TrueScan/datasets/ffpp/original_sequences/youtube/c23/videos/419.mp4,ok,frame_count=487
FF++,NeuralTextures,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/NeuralTextures/c23/videos/632_548.mp4,ok,frame_count=427
FF++,FaceSwap,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/FaceSwap/c23/videos/037_072.mp4,ok,frame_count=311
FF++,NeuralTextures,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/NeuralTextures/c23/videos/403_497.mp4,ok,frame_count=621
FF++,FaceSwap,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/FaceSwap/c23/videos/391_406.mp4,ok,frame_count=512
FF++,NeuralTextures,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/NeuralTextures/c23/videos/277_335.mp4,ok,frame_count=384
FF++,NeuralTextures,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/NeuralTextures/c23/videos/491_226.mp4,ok,frame_count=328
FF++,Face2Face,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Face2Face/c23/videos/646_643.mp4,ok,frame_count=364
FF++,Face2Face,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Face2Face/c23/videos/557_560.mp4,ok,frame_count=349
FF++,NeuralTextures,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/NeuralTextures/c23/videos/404_429.mp4,ok,frame_count=457
FF++,real,/content/drive/MyDrive/TrueScan/datasets/ffpp/original_sequences/youtube/c23/videos/740.mp4,ok,frame_count=348
FF++,real,/content/drive/MyDrive/TrueScan/datasets/ffpp/original_sequences/youtube/c23/videos/600.mp4,ok,frame_count=388
FF++,real,/content/drive/MyDrive/TrueScan/datasets/ffpp/original_sequences/youtube/c23/videos/076.mp4,ok,frame_count=329
FF++,real,/content/drive/MyDrive/TrueScan/datasets/ffpp/original_sequences/youtube/c23/videos/450.mp4,ok,frame_count=774
FF++,FaceSwap,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/FaceSwap/c23/videos/408_424.mp4,ok,frame_count=306
FF++,NeuralTextures,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/NeuralTextures/c23/videos/718_972.mp4,ok,frame_count=311
FF++,Face2Face,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Face2Face/c23/videos/468_470.mp4,ok,frame_count=905
FF++,Face2Face,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Face2Face/c23/videos/316_369.mp4,ok,frame_count=320
FF++,Face2Face,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Face2Face/c23/videos/717_684.mp4,ok,frame_count=497
FF++,FaceSwap,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/FaceSwap/c23/videos/619_620.mp4,ok,frame_count=305
FF++,FaceSwap,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/FaceSwap/c23/videos/572_554.mp4,ok,frame_count=347
FF++,Face2Face,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Face2Face/c23/videos/202_348.mp4,ok,frame_count=414
FF++,Face2Face,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Face2Face/c23/videos/006_002.mp4,ok,frame_count=693
FF++,NeuralTextures,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/NeuralTextures/c23/videos/414_385.mp4,ok,frame_count=349
FF++,FaceSwap,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/FaceSwap/c23/videos/073_024.mp4,ok,frame_count=306
FF++,real,/content/drive/MyDrive/TrueScan/datasets/ffpp/original_sequences/youtube/c23/videos/034.mp4,ok,frame_count=407
FF++,NeuralTextures,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/NeuralTextures/c23/videos/794_779.mp4,ok,frame_count=306
FF++,Face2Face,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Face2Face/c23/videos/214_255.mp4,ok,frame_count=470
FF++,FaceSwap,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/FaceSwap/c23/videos/779_794.mp4,ok,frame_count=306
FF++,real,/content/drive/MyDrive/TrueScan/datasets/ffpp/original_sequences/youtube/c23/videos/564.mp4,ok,frame_count=648
FF++,Face2Face,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Face2Face/c23/videos/069_961.mp4,ok,frame_count=323
FF++,NeuralTextures,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/NeuralTextures/c23/videos/757_573.mp4,ok,frame_count=441
FF++,NeuralTextures,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/NeuralTextures/c23/videos/069_961.mp4,ok,frame_count=323
FF++,Face2Face,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Face2Face/c23/videos/452_550.mp4,ok,frame_count=444
FF++,real,/content/drive/MyDrive/TrueScan/datasets/ffpp/original_sequences/youtube/c23/videos/641.mp4,ok,frame_count=350
FF++,Deepfakes,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Deepfakes/c23/videos/604_703.mp4,ok,frame_count=825
FF++,real,/content/drive/MyDrive/TrueScan/datasets/ffpp/original_sequences/youtube/c23/videos/232.mp4,ok,frame_count=574
FF++,Deepfakes,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Deepfakes/c23/videos/600_505.mp4,ok,frame_count=388
FF++,FaceSwap,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/FaceSwap/c23/videos/646_643.mp4,ok,frame_count=364
FF++,Deepfakes,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Deepfakes/c23/videos/419_824.mp4,ok,frame_count=487
FF++,FaceSwap,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/FaceSwap/c23/videos/598_178.mp4,ok,frame_count=521
FF++,Face2Face,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Face2Face/c23/videos/531_549.mp4,ok,frame_count=624
FF++,NeuralTextures,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/NeuralTextures/c23/videos/721_715.mp4,ok,frame_count=581
FF++,Face2Face,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Face2Face/c23/videos/600_505.mp4,ok,frame_count=543
FF++,Deepfakes,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Deepfakes/c23/videos/792_903.mp4,ok,frame_count=383
FF++,Deepfakes,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Deepfakes/c23/videos/525_509.mp4,ok,frame_count=517
FF++,Deepfakes,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Deepfakes/c23/videos/619_620.mp4,ok,frame_count=305
FF++,Face2Face,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Face2Face/c23/videos/157_245.mp4,ok,frame_count=334
FF++,Face2Face,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Face2Face/c23/videos/743_750.mp4,ok,frame_count=441
FF++,NeuralTextures,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/NeuralTextures/c23/videos/105_180.mp4,ok,frame_count=300
FF++,NeuralTextures,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/NeuralTextures/c23/videos/682_669.mp4,ok,frame_count=489
FF++,FaceSwap,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/FaceSwap/c23/videos/620_619.mp4,ok,frame_count=305
FF++,Deepfakes,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Deepfakes/c23/videos/961_069.mp4,ok,frame_count=323
FF++,Deepfakes,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Deepfakes/c23/videos/835_651.mp4,ok,frame_count=426
FF++,FaceSwap,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/FaceSwap/c23/videos/682_669.mp4,ok,frame_count=489
FF++,real,/content/drive/MyDrive/TrueScan/datasets/ffpp/original_sequences/youtube/c23/videos/736.mp4,ok,frame_count=414
FF++,NeuralTextures,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/NeuralTextures/c23/videos/236_237.mp4,ok,frame_count=651
FF++,Face2Face,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Face2Face/c23/videos/995_233.mp4,ok,frame_count=675
FF++,Deepfakes,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Deepfakes/c23/videos/980_992.mp4,ok,frame_count=383
FF++,real,/content/drive/MyDrive/TrueScan/datasets/ffpp/original_sequences/youtube/c23/videos/113.mp4,ok,frame_count=841
FF++,real,/content/drive/MyDrive/TrueScan/datasets/ffpp/original_sequences/youtube/c23/videos/484.mp4,ok,frame_count=319
FF++,FaceSwap,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/FaceSwap/c23/videos/299_145.mp4,ok,frame_count=314
FF++,FaceSwap,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/FaceSwap/c23/videos/374_407.mp4,ok,frame_count=504
FF++,FaceSwap,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/FaceSwap/c23/videos/736_785.mp4,ok,frame_count=413
FF++,real,/content/drive/MyDrive/TrueScan/datasets/ffpp/original_sequences/youtube/c23/videos/057.mp4,ok,frame_count=431
FF++,Deepfakes,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Deepfakes/c23/videos/632_548.mp4,ok,frame_count=427
FF++,FaceSwap,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/FaceSwap/c23/videos/284_263.mp4,ok,frame_count=300
FF++,real,/content/drive/MyDrive/TrueScan/datasets/ffpp/original_sequences/youtube/c23/videos/957.mp4,ok,frame_count=418
FF++,Face2Face,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Face2Face/c23/videos/310_196.mp4,ok,frame_count=426
FF++,FaceSwap,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/FaceSwap/c23/videos/909_857.mp4,ok,frame_count=637
FF++,real,/content/drive/MyDrive/TrueScan/datasets/ffpp/original_sequences/youtube/c23/videos/289.mp4,ok,frame_count=597
FF++,FaceSwap,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/FaceSwap/c23/videos/346_351.mp4,ok,frame_count=615
FF++,Face2Face,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Face2Face/c23/videos/584_823.mp4,ok,frame_count=672
FF++,Deepfakes,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Deepfakes/c23/videos/141_161.mp4,ok,frame_count=508
FF++,FaceSwap,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/FaceSwap/c23/videos/807_273.mp4,ok,frame_count=322
FF++,FaceSwap,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/FaceSwap/c23/videos/359_317.mp4,ok,frame_count=456
FF++,Deepfakes,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Deepfakes/c23/videos/491_226.mp4,ok,frame_count=427
FF++,Deepfakes,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Deepfakes/c23/videos/105_180.mp4,ok,frame_count=300
FF++,Deepfakes,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/Deepfakes/c23/videos/304_300.mp4,ok,frame_count=610
FF++,FaceSwap,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/FaceSwap/c23/videos/717_684.mp4,ok,frame_count=374
FF++,NeuralTextures,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/NeuralTextures/c23/videos/871_814.mp4,ok,frame_count=348
FF++,FaceSwap,/content/drive/MyDrive/TrueScan/datasets/ffpp/manipulated_sequences/FaceSwap/c23/videos/677_671.mp4,ok,frame_count=314
